musee,idMuseofile,museeLabel,villeLabel,description,labelTourismeHandicap,accessibilitePMRLabel
http://www.wikidata.org/entity/Q3329755,M0498,musée de Tautavel - Centre européen de préhistoire,Pyrénées-Orientales,musée français,,
http://www.wikidata.org/entity/Q3329755,M0498,musée de Tautavel - Centre européen de préhistoire,Tautavel,musée français,,
http://www.wikidata.org/entity/Q3329757,M0671,musée de Trouville - villa Montebello,Trouville-sur-Mer,musée français,,
http://www.wikidata.org/entity/Q3329760,M0482,musée de Vulliod Saint-Germain,Pézenas,"musée à Pézenas, France",,
http://www.wikidata.org/entity/Q3329777,M0996,musée de l'Ancien Evêché,Grenoble,Musées et centres d'art,,
http://www.wikidata.org/entity/Q3330430,M0294,musée du feutre,Mouzon,musée français,Tourisme et Handicap,
http://www.wikidata.org/entity/Q3330430,M0294,musée du feutre,Mouzon,musée français,Tourisme et Handicap,
http://www.wikidata.org/entity/Q3330439,M0394,musée du jouet,Poissy,musée français,,
http://www.wikidata.org/entity/Q3330462,M0532,musée du pays de Sarrebourg,Sarrebourg,musée français,,
http://www.wikidata.org/entity/Q3330461,M0044,musée du papier peint,Rixheim,"musée français, situé dans le Haut-Rhin",,
http://www.wikidata.org/entity/Q3330466,M0969,musée du peigne et de la plasturgie d'Oyonnax,Oyonnax,musée du peigne et de la plasturgie d'Oyonnax,,
http://www.wikidata.org/entity/Q3330468,M0003,musée du pays de Hanau,Bouxwiller,musée français,,
http://www.wikidata.org/entity/Q23498354,M0096,musée de Guéthary,Guéthary,musée français,,
http://www.wikidata.org/entity/Q23498352,M0092,musée d'Arudy,Arudy,musée français,,
http://www.wikidata.org/entity/Q15818370,M0776,musée municipal de La Roche-sur-Yon,La Roche-sur-Yon,"musée de La Roche-sur-Yon, France",,
http://www.wikidata.org/entity/Q15818372,M0766,musée d'Art naïf et d'Arts singuliers,Laval,"musée à Laval, France",,
http://www.wikidata.org/entity/Q15818378,M0474,musée de Lodève,Lodève,musée français,,
http://www.wikidata.org/entity/Q15818376,M1066,musée régional d'histoire et d'ethnographie de Martinique,Fort-de-France,musée français,,
http://www.wikidata.org/entity/Q15818377,M1055,musée de Rumilly,Rumilly,musée français,,
http://www.wikidata.org/entity/Q15818382,M0206,musée bigouden,Pont-l'Abbé,musée français,,
http://www.wikidata.org/entity/Q23498359,M0102,musée Charles-Louis Philippe,Cérilly,musée français,,
http://www.wikidata.org/entity/Q23498357,M0101,musée rural de la Sologne bourbonnaise,Beaulon,musée français,,
http://www.wikidata.org/entity/Q23498363,M0108,Musée et Jardin du Prieuré de Souvigny,Souvigny,musée français,Tourisme et Handicap,
http://www.wikidata.org/entity/Q23498361,M0107,musée Rieckotter,Néris-les-Bains,musée français,,
http://www.wikidata.org/entity/Q23498366,M0109,musée des arts d'Afrique et d'Asie,Vichy,musée français,,
http://www.wikidata.org/entity/Q23498367,M0112,écomusée de la Margeride,Ruynes-en-Margeride,musée français,,
http://www.wikidata.org/entity/Q23413396,M0058,musée de site médiéval,Saint-Avit-Sénieur,musée français,,
http://www.wikidata.org/entity/Q23413496,M0060,musée de Sarlat et du Périgord noir,Sarlat-la-Canéda,musée français,,
http://www.wikidata.org/entity/Q23413563,M0061,musée municipal de Villefranche-de-Lonchat,Villefranche-de-Lonchat,musée français,,
http://www.wikidata.org/entity/Q23413628,M0062,musée municipal de Blasimon,Blasimon,musée français,,
http://www.wikidata.org/entity/Q23413682,M0063,musée d'art et d'histoire du pays blayais,Blaye,musée français,,
http://www.wikidata.org/entity/Q23413791,M0070,musée de la voiture à cheval,Bourg,musée français,,
http://www.wikidata.org/entity/Q15818383,M1028,musée des civilisations de Saint-Just-Saint-Rambert,Saint-Just-Saint-Rambert,musée français,,
http://www.wikidata.org/entity/Q15818388,M0034,musée historique de Mulhouse,Mulhouse,musée français,,
http://www.wikidata.org/entity/Q15818389,M0577,musée d'histoire de Figeac,Figeac,musée français,,
http://www.wikidata.org/entity/Q15818398,M0951,musée Sobirats,Carpentras,musée français,,
http://www.wikidata.org/entity/Q15818396,M0225,musée de la Résistance bretonne,Saint-Marcel,musée français,,
http://www.wikidata.org/entity/Q3330487,M0756,musée du textile de Cholet,Cholet,musée français,,
http://www.wikidata.org/entity/Q3330490,M0278,musée du théâtre forain,Artenay,musée français,,
http://www.wikidata.org/entity/Q3330489,M1090,musée du textile et du peigne en corne de Lavelanet,Lavelanet,musée français,,
http://www.wikidata.org/entity/Q3330494,M0636,musée du verre de Sars-Poteries,Sars-Poteries,musée français,,
http://www.wikidata.org/entity/Q3330493,M1022,musée du vieux Saint-Étienne,Saint-Étienne,musée français,,inaccessible aux personnes à mobilité réduite
http://www.wikidata.org/entity/Q3330504,M0386,musée départemental Stéphane-Mallarmé,Vulaines-sur-Seine,musée français,Tourisme et Handicap,inaccessible aux personnes à mobilité réduite
http://www.wikidata.org/entity/Q3329779,M0292,musée de l'Ardenne,Charleville-Mézières,musée français,,
http://www.wikidata.org/entity/Q3329784,M0570,musée de l'Armagnac,Condom,musée français,,
http://www.wikidata.org/entity/Q3329790,M0718,Musée de l'Ancien Havre,Le Havre,musée français,,
http://www.wikidata.org/entity/Q3329788,M0420,musée de l'Histoire vivante,Montreuil,musée français,,
http://www.wikidata.org/entity/Q3329793,M1141,musée de l'Hôtel de Berny,Amiens,musée à Amiens (Somme),,
http://www.wikidata.org/entity/Q3329803,M0768,musée de l'ardoise de Renazé,Renazé,musée français,,
http://www.wikidata.org/entity/Q23413848,M0071,musée municipal de la Réole,La Réole,musée français,,
http://www.wikidata.org/entity/Q23413911,M0073,musée historique du vieux Libourne,Libourne,musée français,,
http://www.wikidata.org/entity/Q23413967,M0074,musée d'histoire et d'archéologie de Saint-Émilion,Saint-Émilion,musée français,,
http://www.wikidata.org/entity/Q23414056,M0075,musée municipal de Villandraut,Villandraut,musée français,,
http://www.wikidata.org/entity/Q23414241,M0079,atelier des produits résineux Jacques et Louis Vidal,Luxey,musée en France,,
http://www.wikidata.org/entity/Q23498348,M0090,musée de préhistoire Laurent Coulonges,Sauveterre-la-Lémance,musée français,,
http://www.wikidata.org/entity/Q23498368,M0114,musée d'Art et d'Histoire Alfred-Douët,Saint-Flour,musée français,,
http://www.wikidata.org/entity/Q23498470,M0232,musée des meilleurs ouvriers de France,Bourges,musée français,,
http://www.wikidata.org/entity/Q23498471,M0237,musée bonnevallais,Bonneval,musée français,,
http://www.wikidata.org/entity/Q23498468,M0119,musée de la dentelle,Arlanc,musée français,,
http://www.wikidata.org/entity/Q23498475,M0164,musée Saint-Nazaire,Bourbon-Lancy,musée à Bourbon-Lancy (Saône-et-Loire),,
http://www.wikidata.org/entity/Q23498483,M0135,musée de la sidérurgie en Bourgogne Nord,Buffon,musée français,,
http://www.wikidata.org/entity/Q23498484,M0168,musée du Prieuré,Charolles,"musée situé à Charolles, en France",,
http://www.wikidata.org/entity/Q23498485,M0167,musée René Davoine,Charolles,musée municipal à Charolles (Saône-et-Loire),,
http://www.wikidata.org/entity/Q23498495,M0241,musée d'Art et d'Histoire de Dreux,Dreux,musée municipal français d'Eure-et-Loir,,
http://www.wikidata.org/entity/Q23498496,M0152,musée municipal de La Charité-sur-Loire,La Charité-sur-Loire,musée français,,
http://www.wikidata.org/entity/Q23498497,M0250,musée George Sand et de la Vallée Noire,La Châtre,musée français,,
http://www.wikidata.org/entity/Q23498503,M0170,écomusée du Creusot-Montceau,Le Creusot,musée français,,
http://www.wikidata.org/entity/Q23498505,M0123,musée de la Céramique de Lezoux,Lezoux,musée français situé à Lezoux (Puy-de-Dôme),Tourisme et Handicap,
http://www.wikidata.org/entity/Q23498510,M0124,musée des pénitents blancs,Marsac-en-Livradois,musée français,,
http://www.wikidata.org/entity/Q23498509,M0171,musée municipal de Louhans,Q460787,musée français,,
http://www.wikidata.org/entity/Q23498514,M0154,musée municipal Gautron du Coudray,Marzy,musée français,,
http://www.wikidata.org/entity/Q23571183,M0254,musée de la poste,Amboise,musée français,,
http://www.wikidata.org/entity/Q23572178,M0279,musée régional de l'Orléanais,Beaugency,musée français,,
http://www.wikidata.org/entity/Q23575201,M0281,musée de l'Ancien Hôtel-Dieu,Châtillon-Coligny,musée français,,
http://www.wikidata.org/entity/Q23575284,M0255,musée du vieux Chinon,Chinon,musée français,,
http://www.wikidata.org/entity/Q23575814,M0293,musée de Givet,Givet,musée français,,
http://www.wikidata.org/entity/Q23576291,M0260,maison Lansyer,Loches,musée français,,
http://www.wikidata.org/entity/Q23576436,M0273,musée de la Corbillière,Mer,musée français,,
http://www.wikidata.org/entity/Q23576504,M0283,musée de Meung-sur-Loire,Meung-sur-Loire,musée français,,
http://www.wikidata.org/entity/Q23576670,M0285,musée du Gâtinais,Montargis,ancien musée français,,
http://www.wikidata.org/entity/Q23576760,M0125,musée Lapidaire,Mozac,musée français,,
http://www.wikidata.org/entity/Q23576982,M0274,atelier musée Louis Leygue,Naveil,musée français,,
http://www.wikidata.org/entity/Q23594961,M0449,musée du Colombier,Alès,"musée à Alès, France",,
http://www.wikidata.org/entity/Q23595239,M0297,musée municipal de Bar-sur-Aube,Bar-sur-Aube,musée français,,
http://www.wikidata.org/entity/Q23595341,M0329,musée de Bastia,Bastia,musée français,,
http://www.wikidata.org/entity/Q23595548,M0343,musée de l'artisanat jurassien,Baume-les-Messieurs,musée français,,
http://www.wikidata.org/entity/Q23595662,M0317,musée municipal d'archéologie et de peinture de Bourbonne-les-Bains,Bourbonne-les-Bains,musée français,,
http://www.wikidata.org/entity/Q23595771,M0299,musée Napoléon Ier et Trésors des églises,Brienne-le-Château,musée français,,
http://www.wikidata.org/entity/Q23595814,M0318,Centre national du graphisme,Chaumont,musée français,,
http://www.wikidata.org/entity/Q23595996,M0309,musée municipal d'Épernay,Épernay,musée français,,
http://www.wikidata.org/entity/Q23596099,M0326,musée de l'Alta Rocca,Levie,musée français,,
http://www.wikidata.org/entity/Q23596160,M0243,musée de Nogent-le-Rotrou,Nogent-le-Rotrou,musée dans le département français d'Eure-et-Loir,,
http://www.wikidata.org/entity/Q23596253,M0301,musée Paul Dubois et Alfred Boucher,Nogent-sur-Seine,musée français,,
http://www.wikidata.org/entity/Q23596299,M0187,musée municipal d'art naïf de Noyer-sur-Serein,Noyers,musée français,,
http://www.wikidata.org/entity/Q23596332,M0144,musée municipal de Nuits-Saint-Georges,Nuits-Saint-Georges,musée français,,
http://www.wikidata.org/entity/Q23596404,M0203,écomusée du Niou,Ouessant,musée français,,
http://www.wikidata.org/entity/Q23596459,M0289,musée d'art et d'histoire de Pithiviers,Pithiviers,musée français,,
http://www.wikidata.org/entity/Q23596492,M0157,musée Ernest Guedon,Pouilly-sur-Loire,musée français,,
http://www.wikidata.org/entity/Q23596526,M0310,maison du parc de la Montagne de Reims,Pourcy,musée français,,
http://www.wikidata.org/entity/Q23596705,M0312,musée Saint-Remi,Reims,musée français,,
http://www.wikidata.org/entity/Q23596800,M0295,musée du Rethélois et du Porcien,Rethel,musée français,,
http://www.wikidata.org/entity/Q23599717,M0402,musée Dunoyer de Segonzac,Boussy-Saint-Antoine,musée français,,
http://www.wikidata.org/entity/Q23599751,M0424,musée Adrien-Mentienne,Bry-sur-Marne,musée français,,
http://www.wikidata.org/entity/Q23599806,M0344,musée archéologique de Champagnole,Champagnole,musée français,,
http://www.wikidata.org/entity/Q23599848,M0371,musée Alfred-Bonno,Chelles,musée français,,
http://www.wikidata.org/entity/Q23599912,M0409,musée municipal d'Art et d'Histoire de Colombes,Colombes,musée français,,
http://www.wikidata.org/entity/Q23599965,M0374,musée municipal de Crécy-la-Chapelle,Crécy-la-Chapelle,musée français,,
http://www.wikidata.org/entity/Q23600018,M0375,musée napoléonien d'art et d'histoire militaires,Fontainebleau,musée français,,
http://www.wikidata.org/entity/Q23600131,M0419,musée municipal de Livry-Gargan,Livry-Gargan,musée français,,
http://www.wikidata.org/entity/Q23600167,M0346,musée d'archéologie du Jura,Lons-le-Saunier,musée français,,
http://www.wikidata.org/entity/Q23600219,M0390,musée du domaine royal de Marly,Marly-le-Roi,musée français,,
http://www.wikidata.org/entity/Q23600382,M0389,musée de l'Hôtel-Dieu,Mantes-la-Jolie,"musée situé à Mantes-la-Jolie, en France",,
http://www.wikidata.org/entity/Q23600423,M0391,musée Victor Aubert,Maule,musée français,,
http://www.wikidata.org/entity/Q23600488,M0379,musée municipal de Melun,Melun,musée français,,
http://www.wikidata.org/entity/Q23600534,M0380,musée municipal de Moret-sur-Loing,Moret Loing et Orvanne,musée français,,
http://www.wikidata.org/entity/Q23600534,M0380,musée municipal de Moret-sur-Loing,Moret-Loing-et-Orvanne,musée français,,
http://www.wikidata.org/entity/Q23600616,M0351,musée municipal de Poligny,Poligny,musée français,,
http://www.wikidata.org/entity/Q23600616,M0351,musée municipal de Poligny,Poligny,musée français,,
http://www.wikidata.org/entity/Q23600664,M0383,musée de Provins et du Provinois,Provins,"musée français sis à Provins (Seine-et-Marne, France)",,
http://www.wikidata.org/entity/Q23600720,M0117,musée des manufactures de dentelle,Retournac,musée français,,
http://www.wikidata.org/entity/Q23600760,M0145,musée des arts et traditions populaires des Hautes-Côtes,Reulle-Vergy,musée français,,
http://www.wikidata.org/entity/Q23600821,M0261,musée de l'hôtel de ville de Richelieu,Richelieu,musée français,,
http://www.wikidata.org/entity/Q23600983,M0178,musée départemental du compagnonnage Pierre-François Guillon,Romanèche-Thorins,musée français situé à Romanèche-Thorins,,
http://www.wikidata.org/entity/Q23636701,M0132,musée Bonaparte,Auxonne,"musée français, à Auxonne",,
http://www.wikidata.org/entity/Q23639738,M0469,musée de l'étang de Thau,Bouzigues,musée français,,
http://www.wikidata.org/entity/Q23639813,M0441,musée archéologique du Lauragais,Castelnaudary,musée français,,
http://www.wikidata.org/entity/Q23639831,M0471,musée de la cloche et de sonnaille,Hérépian,musée français,,
http://www.wikidata.org/entity/Q23639828,M0426,écomusée de Fresnes,Fresnes,musée français,,
http://www.wikidata.org/entity/Q23639843,M0442,musée municipal de Lastours,Lastours,musée français,,
http://www.wikidata.org/entity/Q23639850,M0429,musée de Saint-Maur-des-Fossés,Saint-Maur-des-Fossés,musée français,,
http://www.wikidata.org/entity/Q23639853,M0473,musée d’arts et d’archéologie,Les Matelles,musée français,,
http://www.wikidata.org/entity/Q23639858,M0435,musée d'art et d'histoire Louis-Senlecq,L'Isle-Adam,"musée municipal de L'Isle-Adam (Val-d'Oise), France",,
http://www.wikidata.org/entity/Q23639862,M0478,musée du vieux Montpellier,Montpellier,musée français,,
http://www.wikidata.org/entity/Q23639863,M0477,hôtel de Cabrières-Sabatier d'Espeyran,Montpellier,édifice urbain historique à Montpellier,,
http://www.wikidata.org/entity/Q23639860,M0475,musée paléontologique et archéologique de Minerve,Minerve,musée français,,
http://www.wikidata.org/entity/Q23639866,M0493,musée archéologique de Ruscino,Perpignan,musée français,,
http://www.wikidata.org/entity/Q23639864,M0481,musée municipal d'archéologie de Murviel-lès-Montpellier,Murviel-lès-Montpellier,musée français,,
http://www.wikidata.org/entity/Q23639868,M0492,musée des monnaies et médailles Joseph Puig,Perpignan,musée français,,
http://www.wikidata.org/entity/Q23639879,M0518,musée de la céramique et de l'ivoire de Commercy,Commercy,musée français,,
http://www.wikidata.org/entity/Q23639882,M0507,musée Les Sources d'Hercule,Deneuvre,musée français archéologique gallo-romain,,
http://www.wikidata.org/entity/Q23640246,M0543,musée départemental de l'Ariège,Foix,musée français,,
http://www.wikidata.org/entity/Q23640244,M0556,musée forum de l'Aurignacien,Aurignac,musée français,,
http://www.wikidata.org/entity/Q23640252,M0544,musée de la préhistoire du Mas-d'Azil,Le Mas-d'Azil,musée français,,
http://www.wikidata.org/entity/Q23640256,M0510,musée des émaux et faïences de Longwy,Longwy,musée français,,
http://www.wikidata.org/entity/Q23640263,M0549,musée de Millau et des Grands Causses,Millau,musée français,,
http://www.wikidata.org/entity/Q23640267,M0519,Musée Bastien-Lepage,Montmédy,musée français,,
http://www.wikidata.org/entity/Q23640285,M0545,musée historique et archéologique de Montségur,Montségur,musée français,,
http://www.wikidata.org/entity/Q23640292,M0539,musée Louis-Français,Plombières-les-Bains,musée français,,
http://www.wikidata.org/entity/Q23640303,M0275,musée de Sologne,Romorantin-Lanthenay,musée français,,
http://www.wikidata.org/entity/Q23640305,M0552,musée municipal d'archéologie de Roquefort-sur-Soulzon,Roquefort-sur-Soulzon,musée français,,
http://www.wikidata.org/entity/Q23640311,M0158,musée du grès de Saint-Amand-en-Puisaye,Saint-Amand-en-Puisaye,musée français,,
http://www.wikidata.org/entity/Q23640542,M0235,musée Saint-Vic,Saint-Amand-Montrond,musée français,,
http://www.wikidata.org/entity/Q23640546,M0263,musée municipal de Sainte-Maure-de-Touraine,Sainte-Maure-de-Touraine,musée français,,
http://www.wikidata.org/entity/Q23640547,M0315,musée de Sainte-Menehould,Sainte-Menehould,musée français,,
http://www.wikidata.org/entity/Q23640544,M0118,musée du fer blanc ancien et moderne,Saint-Arcons-d'Allier,musée français,,
http://www.wikidata.org/entity/Q23640549,M0462,musée de la maison romane,Saint-Gilles,musée français,,
http://www.wikidata.org/entity/Q23640553,M0546,musée du palais des Évêques,Saint-Lizier,musée français à Saint-Lizier,,
http://www.wikidata.org/entity/Q23640558,M0252,musée archéologique d'Argentomagus,Saint-Marcel,musée français,,
http://www.wikidata.org/entity/Q23640566,M0423,musée municipal de Saint-Ouen,Saint-Ouen-sur-Seine,musée français,,
http://www.wikidata.org/entity/Q23640571,M0483,musée de préhistoire régionale de Saint-Pons-de-Thomières,Saint-Pons-de-Thomières,musée français,Tourisme et Handicap,
http://www.wikidata.org/entity/Q23640589,M0244,musée Farcot de Sainville,Sainville,musée français en Eure-et-Loir,,
http://www.wikidata.org/entity/Q23640593,M0352,musée Max Claudet,Salins-les-Bains,musée français,,
http://www.wikidata.org/entity/Q23640596,M0446,Amphoralis,Sallèles-d'Aude,musée français,,
http://www.wikidata.org/entity/Q23640606,M0553,musée des arts et métiers traditionnels,Salles-la-Source,musée français à Salles-la-Source,,
http://www.wikidata.org/entity/Q23640611,M0554,musée du Charroi rural et de l'Artisanat local traditionnel,Salmiech,musée français,,
http://www.wikidata.org/entity/Q23640615,M0521,musée départemental Raymond Poincaré,Sampigny,musée de Sampigny,,
http://www.wikidata.org/entity/Q23640730,M0533,musée de la faïence de Sarreguemines,Sarreguemines,musée français,,
http://www.wikidata.org/entity/Q23640762,M0147,musée municipal de Semur-en-Auxois,Semur-en-Auxois,musée français,,
http://www.wikidata.org/entity/Q23640812,M0276,musée archéologique de Thésée,Thésée,musée français,,
http://www.wikidata.org/entity/Q23641100,M0190,musée municipal de Tonnerre,Tonnerre,musée français,,
http://www.wikidata.org/entity/Q23641129,M0181,musée Greuze,Tournus,musée situé dans l'ancien hôtel-Dieu de Tournus (Saône-et-Loire),,
http://www.wikidata.org/entity/Q23641191,M0182,musée bourguignon Perrin de Puycousin,Tournus,musée français,,
http://www.wikidata.org/entity/Q23641216,M0267,musée des vins de Touraine,Tours,musée français,,
http://www.wikidata.org/entity/Q23641217,M0209,musée de l'école rurale en Bretagne,Trégarvan,musée français,,
http://www.wikidata.org/entity/Q23641219,M0501,musée du pays d'Ussel,Ussel,musée français,,
http://www.wikidata.org/entity/Q23641221,M0159,musée Auguste Grasset,Varzy,musée français,,
http://www.wikidata.org/entity/Q23641224,M0277,musée municipal de Vendôme,Vendôme,musée français,,
http://www.wikidata.org/entity/Q23641262,M0236,musée de Vierzon,Vierzon,musée français,,
http://www.wikidata.org/entity/Q23641266,M0555,musée municipal Urbain-Cabrol,Villefranche-de-Rouergue,musée français,,
http://www.wikidata.org/entity/Q23641269,M0192,musée villeneuvien,Villeneuve-sur-Yonne,musée français,,
http://www.wikidata.org/entity/Q23641286,M0130,musée Marcel-Sahut,Volvic,musée français,,
http://www.wikidata.org/entity/Q23641285,M0430,musée Émile Jean,Villiers-sur-Marne,musée français,,
http://www.wikidata.org/entity/Q23641315,M0610,musée de la Société archéologique d'Avesnes-sur-Helpe,Avesnes-sur-Helpe,musée français,,
http://www.wikidata.org/entity/Q23646097,M0673,musée d'art et d'histoire d'Avranches,Avranches,musée français,,
http://www.wikidata.org/entity/Q23646101,M0587,musée bigourdan du vieux moulin,Bagnères-de-Bigorre,musée français,,
http://www.wikidata.org/entity/Q23646105,M0586,musée Saliès,Bagnères-de-Bigorre,musée de Bagnères-de-Bigorre,,
http://www.wikidata.org/entity/Q23646107,M0557,musée du pays de Luchon,Bagnères-de-Luchon,musée français,,
http://www.wikidata.org/entity/Q23646108,M0674,musée du poiré,Barenton,musée français,,
http://www.wikidata.org/entity/Q23709286,M0656,musée Langlois,Beaumont-en-Auge,musée français,,
http://www.wikidata.org/entity/Q23709284,M0709,musée municipal de Barentin,Barentin,musée français,,
http://www.wikidata.org/entity/Q23709288,M0614,musée de l'Ostrevant,Bouchain,musée français,,
http://www.wikidata.org/entity/Q23718890,M0675,musée du vieux château de Bricquebec,Bricquebec-en-Cotentin,musée français,,
http://www.wikidata.org/entity/Q23718893,M0575,centre de préhistoire du Pech Merle,Cabrerets,musée français,,
http://www.wikidata.org/entity/Q23718908,M0679,musée de la Libération,Cherbourg-en-Cotentin,musée français,,
http://www.wikidata.org/entity/Q23718925,M0681,musée municipal de Equeurdreville-Hainneville,Cherbourg-en-Cotentin,musée français,,
http://www.wikidata.org/entity/Q23718936,M0597,musée du protestantisme de Ferrières,Fontrieu,musée français,,
http://www.wikidata.org/entity/Q23719005,M0662,musée de la marine,Calvados,"musée situé Honfleur, en France",,
http://www.wikidata.org/entity/Q23719005,M0662,musée de la marine,Honfleur,"musée situé Honfleur, en France",,
http://www.wikidata.org/entity/Q23719005,M0662,musée de la marine,arrondissement de Lisieux,"musée situé Honfleur, en France",,
http://www.wikidata.org/entity/Q23719009,M0662,musée du vieux Honfleur,Honfleur,musée français,,
http://www.wikidata.org/entity/Q23719013,M0579,musée Murat,Cœur de Causse,musée français,,
http://www.wikidata.org/entity/Q23719022,M0697,musée du jouet de La Ferté-Macé,La Ferté-Macé,musée français,,
http://www.wikidata.org/entity/Q23719022,M0697,musée du jouet de La Ferté-Macé,La Ferté Macé,musée français,,
http://www.wikidata.org/entity/Q23719023,M0696,musée archéologique de L'Aigle,L'Aigle,musée français à L'Aigle dans l'Orne,,
http://www.wikidata.org/entity/Q23719020,M0600,écomusée de la montagne noire,Labastide-Rouairoux,musée français,Tourisme et Handicap,
http://www.wikidata.org/entity/Q23719035,M0601,Musée du Pays de Cocagne,Lavaur,musée français,,
http://www.wikidata.org/entity/Q23719041,M0664,musée de la meunerie,Le Molay-Littry,musée français,,
http://www.wikidata.org/entity/Q23719045,M0602,musée Raymond-Lafage,Lisle-sur-Tarn,"musée à Lisle-sur-Tarn, France",,
http://www.wikidata.org/entity/Q23719046,M0580,musée archéologique Armand-Viré,Luzech,musée français,,
http://www.wikidata.org/entity/Q23719047,M0589,musée municipal de Luz-Saint-Sauveur,Luz-Saint-Sauveur,musée français,,
http://www.wikidata.org/entity/Q23719051,M0581,musée du palais de la Raymondie,Martel,musée français,,
http://www.wikidata.org/entity/Q23719054,M0558,musée archéologique de Martres-Tolosane,Martres-Tolosane,musée français,,
http://www.wikidata.org/entity/Q23719058,M0590,musée-château Gaston Phébus,Mauvezin,musée français,,
http://www.wikidata.org/entity/Q23719060,M0574,musée des Beaux-Arts de Mirande,Mirande,musée français,,
http://www.wikidata.org/entity/Q23719062,M0606,musée des arts et traditions populaires Marguerite-Vidal,Moissac,musée français,,
http://www.wikidata.org/entity/Q23726480,M0738,musée de Blain,Blain,musée français,,
http://www.wikidata.org/entity/Q23726493,M0739,musée du pays de Retz,Villeneuve-en-Retz,musée français,,
http://www.wikidata.org/entity/Q23726515,M0800,musée archéologique de l'Oise,Vendeuil-Caply,musée français,,
http://www.wikidata.org/entity/Q23726529,M0740,musée municipal de Châteaubriant,Châteaubriant,musée français,,
http://www.wikidata.org/entity/Q23726569,M0769,musée municipal de Château-du-Loir,Château-du-Loir,musée français,,
http://www.wikidata.org/entity/Q23726569,M0769,musée municipal de Château-du-Loir,Montval-sur-Loir,musée français,,
http://www.wikidata.org/entity/Q23726810,M0801,musée Raymond Pillon,Chaumont-en-Vexin,musée français,,
http://www.wikidata.org/entity/Q23726812,M0785,musée municipal de Chauny,Chauny,musée français,,
http://www.wikidata.org/entity/Q23727091,M0764,musée municipal d'Ernée,Ernée,musée français,,
http://www.wikidata.org/entity/Q23727088,M0806,Musée de l'archerie et du Valois,Crépy-en-Valois,"musée situé à Crépy-en-Valois, Oise, France",,
http://www.wikidata.org/entity/Q23727095,M0716,musée des arts et de l'enfance,Fécamp,musée français,,
http://www.wikidata.org/entity/Q23727098,M0773,musée de Fontenay-le-Comte,Fontenay-le-Comte,musée français,,
http://www.wikidata.org/entity/Q23727111,M0741,musée du pays de Guérande,Guérande,"musée à Guérande, en France",,
http://www.wikidata.org/entity/Q23727132,M0717,musée du Prieuré,Harfleur,"musée situé à Harfleur, en France",,
http://www.wikidata.org/entity/Q23727147,M0788,musée-centre de documentation Alfred Desmasures,Hirson,musée français,,
http://www.wikidata.org/entity/Q23727155,M0742,musée du vignoble nantais,Le Pallet,musée français,,
http://www.wikidata.org/entity/Q23727161,M0724,musée municipal de Lillebonne,Lillebonne,musée français,,
http://www.wikidata.org/entity/Q23727178,M0698,musée percheron,Mortagne-au-Perche,musée français,,
http://www.wikidata.org/entity/Q23727499,M0727,musée des arts et traditions populaires Mathon-Durand,Neufchâtel-en-Bray,musée français,,
http://www.wikidata.org/entity/Q23727510,M0781,musée de la construction navale artisanale,Noirmoutier-en-l'Île,musée français,,
http://www.wikidata.org/entity/Q23727519,M0666,musée municipal d'Orbec,Orbec,musée français,,
http://www.wikidata.org/entity/Q23780732,M0865,musée du vieux Queyras,Aiguilles,musée français,,
http://www.wikidata.org/entity/Q23780756,M0856,musée de la Vallée de l'Ubaye,Barcelonnette,musée français à Barcelonnette,,inaccessible aux personnes à mobilité réduite
http://www.wikidata.org/entity/Q23780781,M0869,musée d'histoire et de céramique biotoises,Biot,musée français,,
http://www.wikidata.org/entity/Q23780836,M0839,musée des tumulus de Bougon,Bougon,musée français,,
http://www.wikidata.org/entity/Q23780864,M0840,musée municipal de Bressuire,Bressuire,musée français,,
http://www.wikidata.org/entity/Q23780901,M0870,musée Grimaldi,Cagnes-sur-Mer,musée français,,
http://www.wikidata.org/entity/Q23780932,M0846,musée municipal de Châtellerault,Châtellerault,musée français,,
http://www.wikidata.org/entity/Q23780987,M0848,musée de traditions populaires et d'archéologie,Chauvigny,musée français,,
http://www.wikidata.org/entity/Q23781006,M0849,musée archéologique de Civray,Civray,musée français,,
http://www.wikidata.org/entity/Q23781042,M0858,musée municipal de Forcalquier,Forcalquier,musée français,,
http://www.wikidata.org/entity/Q23781118,M0875,musée d'Art et d'Histoire de Provence,Grasse,musée français à Grasse dans les Alpes-Maritimes,,
http://www.wikidata.org/entity/Q23793227,M0904,musée méditerranéen d'arts et traditions populaires,Cassis,musée français,,
http://www.wikidata.org/entity/Q23793506,M0906,musée archéologique intercommunal d'Istres,Istres,musée français,,
http://www.wikidata.org/entity/Q23793512,M0907,musée Ciotaden,La Ciotat,musée français,,
http://www.wikidata.org/entity/Q23793518,M0908,musée folklorique du vieux Lambesc,Lambesc,musée français,,
http://www.wikidata.org/entity/Q23794610,M0909,musée-fondation Louis-Jou,Les Baux-de-Provence,"musée des Baux-de-Provence, France",,
http://www.wikidata.org/entity/Q23802086,M0853,Musée de l'hypogée des Dunes,Poitiers,musée français,,
http://www.wikidata.org/entity/Q23806922,M1091,musée du fer et de la forge,Montgailhard,"musée situé à Montgaillard, dans l'Ariège, en France",,
http://www.wikidata.org/entity/Q23807235,M7066,musée de géologie Pierre-Vetter,Decazeville,musée à Decazeville,,
